MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
RyeRawBloodPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
RyeRawBloodPasty_FuelCapacity.CardStatName,Temperature,温度
RyeRawBloodPasty_SpecialDurability1.CardStatName,Cook,料理する
RyeRawBloodPasty_SpecialDurability2.CardStatName,Quality,クオリティ
RyeRawFishMeatPasty_CardName,Raw Rye Fish Pasty,生のライ麦フィッシュパイ
RyeRawFishMeatPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
RyeRawFishMeatPasty_SpoilageTime.CardStatName,Spoilage,腐敗
RyeRawFishMeatPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
RyeRawFishMeatPasty_FuelCapacity.CardStatName,Temperature,温度
RyeRawFishMeatPasty_SpecialDurability1.CardStatName,Cook,料理する
RyeRawFishMeatPasty_SpecialDurability2.CardStatName,Quality,クオリティ
RyeRawMeatPasty_CardName,Raw Rye Meat Pasty,生のライ麦ミートパイ
RyeRawMeatPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
RyeRawMeatPasty_SpoilageTime.CardStatName,Spoilage,腐敗
RyeRawMeatPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
RyeRawMeatPasty_FuelCapacity.CardStatName,Temperature,温度
RyeRawMeatPasty_SpecialDurability1.CardStatName,Cook,料理する
RyeRawMeatPasty_SpecialDurability2.CardStatName,Quality,クオリティ
RyeRawSpringberryPasty_CardName,Raw Rye Springberry Pasty,生のライ麦スプリングベリーパイ
RyeRawSpringberryPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
RyeRawSpringberryPasty_SpoilageTime.CardStatName,Spoilage,腐敗
RyeRawSpringberryPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
RyeRawSpringberryPasty_FuelCapacity.CardStatName,Temperature,温度
RyeRawSpringberryPasty_SpecialDurability1.CardStatName,Cook,料理する
RyeRawSpringberryPasty_SpecialDurability2.CardStatName,Quality,クオリティ
SpringberriesFatCake_CardName,Springberry Fat Cake,スプリングベリー脂菓子
SpringberriesFatCake_CardHelpSection,"<b>Found:</b> Oak Areas during Spring. \n\n<b>Growth Needs:</b> Mid Acidity, Mid Hydration, High Nutrients.\n\n<b>Benefits:</b> Edible.",<b>入手：</b>春のオークの生育地帯。\n\n<b>生育条件：</b>酸度（中）、肥沃度（高）、水分（中）\n\n<b>用途：</b>食用。
SpringberriesFatCake_SpoilageTime.CardStatName,Spoilage,腐敗
SpringberriesFatCake_SpoilageTime.OnFull.ActionDescription,Springberries Spoiled!,スプリングベリーが腐った！
SpringberriesFatCake_FuelCapacity.CardStatName,Temperature,温度
SpringberriesFatCake_SpecialDurability2.CardStatName,Quality,クオリティ
SpringberriesFatCake_DismantleActions[0].ActionName,Eat,食べる
SpringberriesFermenting_CardName,Fermenting Springberries,発酵中のスプリングベリー
SpringberriesFermenting_CardDescription,Tasty and nutritious berries.,美味しくて栄養豊富なベリー。
SpringberriesFermenting_CardHelpSection,"<b>Found:</b> Oak Areas during Spring. \n\n<b>Growth Needs:</b> Mid Acidity, Mid Hydration, High Nutrients.\n\n<b>Benefits:</b> Edible.",<b>入手：</b>春のオークの生育地帯。\n\n<b>生育条件：</b>酸度（中）、肥沃度（高）、水分（中）\n\n<b>用途：</b>食用。
SpringberriesFermenting_SpoilageTime.CardStatName,Spoilage,腐敗
SpringberriesFermenting_SpoilageTime.OnFull.ActionDescription,Springberries Spoiled!,スプリングベリーが腐った！
SpringberriesFermenting_UsageDurability.CardStatName,Drying,乾燥中
SpringberriesFermenting_UsageDurability.OnFull.ActionDescription,Springberries dried!,スプリングベリーが乾燥した！
SpringberriesFermenting_FuelCapacity.CardStatName,Temperature,温度
SpringberriesFermenting_SpecialDurability1.CardStatName,Cook,料理する
SpringberriesFermenting_SpecialDurability2.CardStatName,Quality,クオリティ
SpringberriesFermenting_SpecialDurability3.CardStatName,Fermenting,発酵中
SpringberriesFermenting_SpecialDurability3.OnFull.ActionDescription,Springberries fermented!,スプリングベリーが発酵した！
SpringberriesFermenting_SpecialDurability4.CardStatName,Boil,茹でる
SpringberriesFermenting_DismantleActions[0].ActionName,Eat,食べる
SpringberriesFresh_CardName,Springberries,スプリングベリー
SpringberriesFresh_CardDescription,"Tasty and nutritious berries.\n\nCan be dried or fermented to last longer, or ground into a pulp and fermented into wine.",美味しくて栄養豊富なベリー。\n\n乾燥、もしくは発酵したら長持ちする。磨り潰してワインを作ることもできる。
SpringberriesFresh_CardHelpSection,"<b>Found:</b> Oak Areas during Spring. \n\n<b>Growth Needs:</b> Mid Acidity, Mid Hydration, High Nutrients.\n\n<b>Benefits:</b> Edible.",<b>入手：</b>春のオークの生育地帯。\n\n<b>生育条件：</b>酸度（中）、肥沃度（高）、水分（中）\n\n<b>用途：</b>食用。
SpringberriesFresh_SpoilageTime.CardStatName,Spoilage,腐敗
SpringberriesFresh_SpoilageTime.OnFull.ActionDescription,Springberries Spoiled!,スプリングベリーが腐った！
SpringberriesFresh_UsageDurability.CardStatName,Drying,乾燥中
SpringberriesFresh_UsageDurability.OnFull.ActionDescription,Springberries dried!,スプリングベリーが乾燥した！
SpringberriesFresh_FuelCapacity.CardStatName,Temperature,温度
SpringberriesFresh_Progress.CardStatName,Growth,成長
SpringberriesFresh_Progress.OnFull.ActionDescription,Springberries have taken.,スプリングベリーが根づいた。
SpringberriesFresh_SpecialDurability1.CardStatName,Cook,料理する
SpringberriesFresh_SpecialDurability2.CardStatName,Quality,クオリティ
SpringberriesFresh_SpecialDurability3.CardStatName,Mill,製粉
SpringberriesFresh_SpecialDurability4.CardStatName,Boil,茹でる
SpringberriesFresh_CardInteractions[0].ActionName,Mash,潰す
SpringberriesFresh_CardInteractions[1].ActionName,Add,入れる
SpringberriesFresh_DismantleActions[0].ActionName,Eat,食べる
SpringberryPulp_CardName,Springberry Pulp,スプリングベリーの果肉
SpringberryPulp_CardDescription,Tasty and nutritious berries.\n\nCan be added to water to create must for wine.,美味しくて栄養豊富なベリー。\n\n水に入れたら果汁が作れる。
SpringberryPulp_SpoilageTime.CardStatName,Spoilage,腐敗
SpringberryPulp_SpoilageTime.OnFull.ActionDescription,Springberries Spoiled!,スプリングベリーが腐った！
SpringberryPulp_FuelCapacity.CardStatName,Temperature,温度
SpringberryPulp_SpecialDurability2.CardStatName,Quality,クオリティ
SpringberryPulp_SpecialDurability3.CardStatName,Mill,製粉
SpringberryPulp_SpecialDurability4.CardStatName,Boil,茹でる
SpringberryPulp_CardInteractions[0].ActionName,Soak,浸す
SpringberryPulp_OnStatsChangeActions[0].ActionName,Add QuernMillingBonus to Quality,石臼ボーナスをクオリティに追加
SpringberryPulp_DismantleActions[0].ActionName,Eat,食べる
SquirrelRaw_CardName*,Dead Squirrel,死んだリス
SquirrelRaw_CardDescription*,A little dead squirrel.,小さな死んだリス
SquirrelRaw_SpoilageTime.CardStatName*,Spoilage,腐敗
SquirrelRaw_SpoilageTime.OnFull.ActionDescription*,Squirrel Spoiled!,リスが腐った！
SquirrelRaw_FuelCapacity.CardStatName*,Temperature,温度
SquirrelRaw_SpecialDurability1.CardStatName*,Cook,料理する
SquirrelRaw_SpecialDurability2.CardStatName*,Quality,クオリティ
SquirrelRaw_SpecialDurability4.CardStatName,Boil,茹でる
SquirrelRaw_DismantleActions[2].ActionName,Eat,食べる
TumourRaw_CardName,Raw Tumour,
TumourRaw_CardDescription,A strange and ominous piece of meat.\n\nCan be cooked or dried to last longer.,
TumourRaw_SpoilageTime.CardStatName,Spoilage,腐敗
TumourRaw_SpoilageTime.OnFull.ActionDescription,Tumour Spoiled!,
TumourRaw_UsageDurability.CardStatName,Drying,乾燥中
TumourRaw_UsageDurability.OnFull.ActionDescription,Tumour dried!,
TumourRaw_FuelCapacity.CardStatName,Temperature,温度
TumourRaw_SpecialDurability1.CardStatName,Cook,料理する
TumourRaw_SpecialDurability2.CardStatName,Quality,クオリティ
TumourRaw_SpecialDurability4.CardStatName,Boil,茹でる
TumourRaw_DismantleActions[0].ActionName,Eat,食べる
TurnrootFresh_CardName,Turnroot,ターンルート
TurnrootFresh_CardDescription,Edible root with versatile culinary uses. \n\nCan be dried to last longer.,そのまま食べれるが食材として使うのがおすすめ。\n\n乾燥させたら長持ちする。
TurnrootFresh_CardHelpSection,"<b>Found:</b> Oak clearings and rivers, especially during spring and autumn.\n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid to High Hydration and Mid to High Structure. Produces the most yield on High Nutrients during Summer. \n\n<b>Benefits:</b> Staple Food, Vitamin Source.",<b>発見場所：</b> オークの林間の草地や川の近く。特に春と秋に多く見られる。\n\n<b>成長条件：</b> 酸度（低～中）、水分（中～高）、構造（中～高）で育つ。夏に肥沃度（高）で最も収穫量が多くなる。\n\n<b>メリット：</b> 主食となる食料で、ビタミン源となる。
TurnrootFresh_SpoilageTime.CardStatName,Spoilage,腐敗
TurnrootFresh_SpoilageTime.OnFull.ActionDescription,Turnroot Spoiled!,ターンルートが腐った！
TurnrootFresh_UsageDurability.CardStatName,Drying,乾燥中
TurnrootFresh_UsageDurability.OnFull.ActionDescription,Turnroot dried!,ターンルートが乾燥した！
TurnrootFresh_FuelCapacity.CardStatName,Temperature,温度
TurnrootFresh_Progress.CardStatName,Growth,成長
TurnrootFresh_Progress.OnFull.ActionDescription,Turnroot has taken.,ターンルートが根づいた。
TurnrootFresh_SpecialDurability1.CardStatName,Cook,料理する
TurnrootFresh_SpecialDurability2.CardStatName,Quality,クオリティ
TurnrootFresh_SpecialDurability4.CardStatName,Boil,茹でる
TurnrootFresh_DismantleActions[0].ActionName,Eat,食べる
WheatDoughBloodRaw_CardName,Wheat Blood Dough,小麦の血入り生地
WheatDoughBloodRaw_CardDescription,Can cook it in a fire or oven to make Bloodbread. Can also knead it to increase its quality.,焚き火やオーブンで焼いてブラッドブレッドを作ることができる。練ることで品質を上げることもできる。
WheatDoughBloodRaw_SpoilageTime.CardStatName,Spoilage,腐敗
WheatDoughBloodRaw_SpoilageTime.OnFull.ActionDescription,Dough Spoiled!,生地が腐った！
WheatDoughBloodRaw_FuelCapacity.CardStatName,Temperature,温度
WheatDoughBloodRaw_SpecialDurability1.CardStatName,Cook,料理する
WheatDoughBloodRaw_SpecialDurability2.CardStatName,Quality,クオリティ
WheatDoughBloodRaw_DismantleActions[0].ActionName,Knead,こねる
WheatDoughEggRaw_CardName,Wheat Egg Dough,小麦の卵入り生地
WheatDoughEggRaw_CardDescription,Can cook it in a fire or oven to make wheat eggbread. Can also knead it to increase its quality.,火やオーブンで焼くと小麦の卵パンになる。こねることで品質も向上する。
WheatDoughEggRaw_SpoilageTime.CardStatName,Spoilage,腐敗
WheatDoughEggRaw_SpoilageTime.OnFull.ActionDescription,Dough Spoiled!,生地が腐った！
WheatDoughEggRaw_FuelCapacity.CardStatName,Temperature,温度
WheatDoughEggRaw_SpecialDurability1.CardStatName,Cook,料理する
WheatDoughEggRaw_SpecialDurability2.CardStatName,Quality,クオリティ
WheatDoughEggRaw_DismantleActions[0].ActionName,Knead,こねる
WheatDoughGreeseRaw_CardName,Wheat Grease Dough,小麦の脂入り生地
WheatDoughGreeseRaw_CardDescription,"Can be knead to increase its quality and cooked in a fire or oven to make wheat cakes. Can also be combined with Fish, Meat, Blood Filling or Berry Fat Cakes to create Pasties.",
WheatDoughGreeseRaw_SpoilageTime.CardStatName,Spoilage,腐敗
WheatDoughGreeseRaw_SpoilageTime.OnFull.ActionDescription,Dough Spoiled!,生地が腐った！
WheatDoughGreeseRaw_FuelCapacity.CardStatName,Temperature,温度
WheatDoughGreeseRaw_SpecialDurability1.CardStatName,Cook,料理する
WheatDoughGreeseRaw_SpecialDurability2.CardStatName,Quality,クオリティ
WheatDoughGreeseRaw_CardInteractions[4].ActionName,Add,入れる
WheatDoughGreeseRaw_CardInteractions[0].ActionName,Add,入れる
WheatDoughGreeseRaw_CardInteractions[1].ActionName,Add,入れる
WheatDoughGreeseRaw_CardInteractions[2].ActionName,Add,入れる
WheatDoughGreeseRaw_CardInteractions[3].ActionName,Add,入れる
WheatDoughGreeseRaw_DismantleActions[0].ActionName,Knead,こねる
WheatDoughRaw_CardName,Wheat Dough,小麦生地
WheatDoughRaw_CardDescription,Can cook it in a fire or oven to make flatbread or ferment it into sourdough. Can also knead it to increase its quality and mix it with sourdough.,火やオーブンで焼けばフラットブレッド、発酵させたらサワードウが作れる。こねて効果を強化させることも、サワードウと混ぜることもできる。
WheatDoughRaw_SpoilageTime.CardStatName,Spoilage,腐敗
WheatDoughRaw_SpoilageTime.OnFull.ActionDescription,Dough Spoiled!,生地が腐った！
WheatDoughRaw_UsageDurability.CardStatName,Drying,乾燥中
WheatDoughRaw_UsageDurability.OnFull.ActionDescription,Wheat Dough dried!,小麦生地が乾燥した！
WheatDoughRaw_FuelCapacity.CardStatName,Temperature,温度
WheatDoughRaw_SpecialDurability1.CardStatName,Cook,料理する
WheatDoughRaw_SpecialDurability2.CardStatName,Quality,クオリティ
WheatDoughRaw_SpecialDurability3.CardStatName,Yeast,酵母
WheatDoughRaw_CardInteractions[0].ActionName,Add Eggs,卵を入れる
WheatDoughRaw_DismantleActions[0].ActionName,Knead,こねる
WheatDoughSourRaw_CardName,Wheat Sour Dough,小麦の発酵生地
WheatDoughSourRaw_CardDescription,Can cook it in a fire or oven to make roundbread. Can also knead it to increase its quality.,火やオーブンで焼くと丸パンを作ることができ、またこねることで品質を高められる。
WheatDoughSourRaw_SpoilageTime.CardStatName,Spoilage,腐敗
WheatDoughSourRaw_SpoilageTime.OnFull.ActionDescription,Dough Spoiled!,生地が腐った！
WheatDoughSourRaw_FuelCapacity.CardStatName,Temperature,温度
WheatDoughSourRaw_SpecialDurability1.CardStatName,Cook,料理する
WheatDoughSourRaw_SpecialDurability2.CardStatName,Quality,クオリティ
WheatDoughSourRaw_SpecialDurability3.CardStatName,Yeast,酵母
WheatDoughSourRaw_CardInteractions[0].ActionName,Transfer Yeast,酵母を移す
WheatDoughSourRaw_DismantleActions[0].ActionName,Knead,こねる
WheatRawBilberryPasty_CardName,Raw Wheat Bilberry Pasty,生の小麦ビルベリーパイ
WheatRawBilberryPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
WheatRawBilberryPasty_SpoilageTime.CardStatName,Spoilage,腐敗
WheatRawBilberryPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
WheatRawBilberryPasty_FuelCapacity.CardStatName,Temperature,温度
WheatRawBilberryPasty_SpecialDurability1.CardStatName,Cook,料理する
WheatRawBilberryPasty_SpecialDurability2.CardStatName,Quality,クオリティ
WheatRawBloodPasty_CardName,Raw Wheat Blood Pasty,生の小麦ブラッドパイ
WheatRawBloodPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
WheatRawBloodPasty_SpoilageTime.CardStatName,Spoilage,腐敗
WheatRawBloodPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
WheatRawBloodPasty_FuelCapacity.CardStatName,Temperature,温度
WheatRawBloodPasty_SpecialDurability1.CardStatName,Cook,料理する
WheatRawBloodPasty_SpecialDurability2.CardStatName,Quality,クオリティ
WheatRawFishMeatPasty_CardName,Raw Wheat Fish Pasty,生の小麦フィッシュパイ
WheatRawFishMeatPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
WheatRawFishMeatPasty_SpoilageTime.CardStatName,Spoilage,腐敗
WheatRawFishMeatPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
WheatRawFishMeatPasty_FuelCapacity.CardStatName,Temperature,温度
WheatRawFishMeatPasty_SpecialDurability1.CardStatName,Cook,料理する
WheatRawFishMeatPasty_SpecialDurability2.CardStatName,Quality,クオリティ
WheatRawMeatPasty_CardName,Raw Wheat Meat Pasty,生の小麦ミートパイ
WheatRawMeatPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
WheatRawMeatPasty_SpoilageTime.CardStatName,Spoilage,腐敗
WheatRawMeatPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
WheatRawMeatPasty_FuelCapacity.CardStatName,Temperature,温度
WheatRawMeatPasty_SpecialDurability1.CardStatName,Cook,料理する
WheatRawMeatPasty_SpecialDurability2.CardStatName,Quality,クオリティ
WheatRawSpringberryPasty_CardName,Raw Wheat Springberry Pasty,生の小麦スプリングベリーパイ
WheatRawSpringberryPasty_CardDescription,"Needs cooking, preferably in an oven.",調理が必要。できればオーブンで焼くこと。
WheatRawSpringberryPasty_SpoilageTime.CardStatName,Spoilage,腐敗
WheatRawSpringberryPasty_SpoilageTime.OnFull.ActionDescription,Pasty Spoiled!,パイが腐った！
WheatRawSpringberryPasty_FuelCapacity.CardStatName,Temperature,温度
WheatRawSpringberryPasty_SpecialDurability1.CardStatName,Cook,料理する
WheatRawSpringberryPasty_SpecialDurability2.CardStatName,Quality,クオリティ
WildGarlicFresh_CardName,Wild Garlic,ワイルドガーリック
WildGarlicFresh_CardDescription,"Edible plant with an intense flavour. Great for enhancing meals.\n\nCan be dried to last longer, intensify its flavour and be used as a spice.",強力な味が特徴の食用作物。料理に使えばより美味しくなる。\n\n乾燥させたら長持ちするようになり、味がより強力になる。
